"","plant","capacity","designed_capacity","complete","generated_el","time","month","year","parent_company","op_time"
"96110","兴能二期",120,120,5.847,12.264,1022,2,"19","焦煤集团",2008
"96210","兴能二期",120,120,4.672,21.575,1797.923,4,"18","焦煤集团",2008
"96310","兴能二期",120,120,2.353,23.928,1993.979,5,"18","焦煤集团",2008
"96410","兴能二期",120,120,5.897,18.161,1513,3,"19","焦煤集团",2008
"96510","兴能二期",120,120,5.181,46.761,3896,11,"19","焦煤集团",2008
"9667","兴能二期",120,120,5.135,41.28,3440.03,10,"18","焦煤集团",2008
"9671","兴能二期",120,120,3.446,20.242,1686.868,4,"20","焦煤集团",2008
"9681","兴能二期",120,120,2.897,28.335,2361,6,"19","焦煤集团",2008
"9691","兴能二期",120,120,2.571,29.256,2437.985,7,"18","焦煤集团",2008
"9701","兴能二期",120,120,5.515,16.903,1408.575,3,"18","焦煤集团",2008
"9711","兴能二期",120,120,4.425,24.667,2055.579,5,"20","焦煤集团",2008
"9721","兴能二期",120,120,5.037,5.037,420,1,"20","焦煤集团",2008
"9731","兴能二期",120,120,4.955,37.53,3127,8,"19","焦煤集团",2008
"9741","兴能二期",120,120,4.69,11.388,948.983,2,"18","焦煤集团",2008
"9751","兴能二期",120,120,5.89,16.796,1399.704,3,"20","焦煤集团",2008
"9761","兴能二期",120,120,5.645,46.927,3910.6,11,"18","焦煤集团",2008
"9771","兴能二期",120,120,6.481,53.408,4450.691,12,"18","焦煤集团",2008
"9781","兴能二期",120,120,1.216,38.745,3228,9,"19","焦煤集团",2008
"9791","兴能二期",120,120,4.424,29.091,2424.217,6,"20","焦煤集团",2008
"9801","兴能二期",120,120,3.789,36.147,3012.27,9,"18","焦煤集团",2008
"9811","兴能二期",120,120,6.261,53.022,4418.48,12,"19","焦煤集团",2008
"9821","兴能二期",120,120,5.893,10.93,911,2,"20","焦煤集团",2008
"348","冷口风电场",9.15,9.15,0.172,1.78,1945.455,10,"17","北京天润新能源",2014
"349","冷口风电场",9.15,9.15,0.188,1.042,1139.344,6,"17","北京天润新能源",2014
"350","冷口风电场",9.15,9.15,0.158,2.109,2305.318,12,"17","北京天润新能源",2014
"351","冷口风电场",9.15,9.15,0.182,0.676,738.689,4,"17","北京天润新能源",2014
"352","冷口风电场",9.15,9.15,0.174,1.449,1583.825,8,"17","北京天润新能源",2014
"353","冷口风电场",9.15,9.15,0.232,1.275,1393.115,7,"17","北京天润新能源",2014
"354","冷口风电场",9.15,9.15,0.19,0.494,539.454,3,"17","北京天润新能源",2014
"355","冷口风电场",9.15,9.15,0.179,0.855,933.989,5,"17","北京天润新能源",2014
"356","冷口风电场",9.15,9.15,0.171,1.951,2132.456,11,"17","北京天润新能源",2014
"357","冷口风电场",9.15,9.15,0.178,2.173,2375.092,12,"16","北京天润新能源",2014
"358","冷口风电场",9.15,9.15,0.167,0.167,182.186,1,"17","北京天润新能源",2014
"359","冷口风电场",9.15,9.15,0.136,0.303,331.366,2,"17","北京天润新能源",2014
"9831","冷口风电场",9.15,9.15,0.216,0.789,862.485,4,"18","北京天润新能源",2014
"9841","冷口风电场",9.15,9.15,0.248,1.647,1799.67,8,"18","北京天润新能源",2014
"985","冷口风电场",9.15,9.15,0.215,1.004,1097.776,5,"18","北京天润新能源",2014
"9861","冷口风电场",9.15,9.15,0.154,0.321,350.32,2,"18","北京天润新能源",2014
"9871","冷口风电场",9.15,9.15,0.166,0.166,181.708,1,"18","北京天润新能源",2014
"9881","冷口风电场",9.15,9.15,0.146,1.15,1257.126,6,"18","北京天润新能源",2014
"9891","冷口风电场",9.15,9.15,0.252,0.573,626.108,3,"18","北京天润新能源",2014
"9901","冷口风电场",9.15,9.15,0.174,1.821,1990.01,9,"18","北京天润新能源",2014
"9911","冷口风电场",9.15,9.15,0.249,1.399,1528.835,7,"18","北京天润新能源",2014
"9921","冷口风电场三期",3,0,0,0,NA,6,"20","else",NA
"21951","凉城",4.95,4.95,0.108,1.167,2357.93,11,"18","else",NA
"21961","凉城",4.95,4.95,0.106,1.059,2139.79,10,"18","else",NA
"21971","凉城",4.95,4.95,0.122,0.564,1139,5,"19","else",NA
"21981","凉城",4.95,4.95,0.065,0.534,1078.424,6,"20","else",NA
"21991","凉城",4.95,4.95,0.063,0.743,1501,8,"19","else",NA
"22001","凉城",4.95,4.95,0.135,1.302,2630.946,12,"18","else",NA
"2201","凉城",4.95,4.95,0.124,0.253,511,3,"20","else",NA
"2202","凉城",4.95,4.95,0.059,0.68,1373,7,"19","else",NA
"22031","凉城",4.95,4.95,0.115,0.979,1977,11,"19","else",NA
"22041","凉城",4.95,4.95,0.105,0.358,723.469,4,"20","else",NA
"22051","凉城",4.95,4.95,0.067,0.067,136,1,"20","else",NA
"22061","凉城",4.95,4.95,0.058,0.621,1255,6,"19","else",NA
"22071","凉城",4.95,4.95,0.082,0.863,1744,10,"19","else",NA
"22081","凉城",4.95,4.95,0.107,0.442,893,4,"19","else",NA
"22091","凉城",4.95,4.95,0.142,0.335,676,3,"19","else",NA
"22101","凉城",4.95,4.95,0.091,0.193,389,2,"19","else",NA
"22111","凉城",4.95,4.95,0.11,0.468,946.239,5,"20","else",NA
"22121","凉城",4.95,4.95,0.102,0.102,206,1,"19","else",NA
"22131","凉城",4.95,4.95,0.062,0.129,260,2,"20","else",NA
"22141","凉城",4.95,4.95,0.037,0.781,1577,9,"19","else",NA
"2215","凉城",4.95,4.95,0.152,1.131,2284.444,12,"19","else",NA
"360","凉城风电场",4.95,4.95,0.126,0.429,865.859,4,"17","京能集团公司",2016
"361","凉城风电场",4.95,4.95,0.055,0.714,1441.414,8,"17","京能集团公司",2016
"362","凉城风电场",4.95,4.95,0.119,0.548,1106.263,5,"17","京能集团公司",2016
"363","凉城风电场",4.95,4.95,0.104,0.104,210.101,1,"17","京能集团公司",2016
"364","凉城风电场",4.95,4.95,0.109,0.56,1131.012,12,"16","京能集团公司",2016
"365","凉城风电场",4.95,4.95,0.053,0.658,1330.101,7,"17","京能集团公司",2016
"366","凉城风电场",4.95,4.95,0.104,0.208,420,2,"17","京能集团公司",2016
"367","凉城风电场",4.95,4.95,0.095,0.303,612.323,3,"17","京能集团公司",2016
"368","凉城风电场",4.95,4.95,0.062,0.838,1692.16,10,"17","京能集团公司",2016
"369","凉城风电场",4.95,4.95,0.184,1.021,2063.311,11,"17","京能集团公司",2016
"370","凉城风电场",4.95,4.95,0.18,1.201,2426.598,12,"17","京能集团公司",2016
"371","凉城风电场",4.95,4.95,0.058,0.605,1222.424,6,"17","京能集团公司",2016
"9931","凉城风电场",4.95,4.95,0.166,0.314,634.135,2,"18","京能集团公司",2016
"9941","凉城风电场",4.95,4.95,0.074,0.762,1538.84,6,"18","京能集团公司",2016
"9951","凉城风电场",4.95,4.95,0.103,0.953,1925.98,9,"18","京能集团公司",2016
"9961","凉城风电场",4.95,4.95,0.051,0.812,1640.913,7,"18","京能集团公司",2016
"9971","凉城风电场",4.95,4.95,0.038,0.85,1717.98,8,"18","京能集团公司",2016
"9981","凉城风电场",4.95,4.95,0.104,0.688,1389.915,5,"18","京能集团公司",2016
"9991","凉城风电场",4.95,4.95,0.139,0.584,1179.857,4,"18","京能集团公司",2016
"10001","凉城风电场",4.95,4.95,0.147,0.147,297.826,1,"18","京能集团公司",2016
"10011","凉城风电场",4.95,4.95,0.131,0.445,898.889,3,"18","京能集团公司",2016
"372","凌云口风电场",4.95,4.95,0.141,0.709,1431.394,12,"17","大唐集团公司",2013
"373","凌云口风电场",4.95,4.95,0.02,0.401,810.101,8,"17","大唐集团公司",2013
"374","凌云口风电场",4.95,4.95,0.024,0.381,768.889,7,"17","大唐集团公司",2013
"375","凌云口风电场",4.95,4.95,0.06,0.201,406.465,3,"17","大唐集团公司",2013
"376","凌云口风电场",4.95,4.95,0.032,0.356,720,6,"17","大唐集团公司",2013
"377","凌云口风电场",4.95,4.95,0.111,0.567,1146.218,11,"17","大唐集团公司",2013
"378","凌云口风电场",4.95,4.95,0.077,0.077,155.354,1,"17","大唐集团公司",2013
"379","凌云口风电场",4.95,4.95,0.061,0.262,528.889,4,"17","大唐集团公司",2013
"380","凌云口风电场",4.95,4.95,0.064,0.141,285.657,2,"17","大唐集团公司",2013
"381","凌云口风电场",4.95,4.95,0.066,0.656,1326.263,12,"16","大唐集团公司",2013
"382","凌云口风电场",4.95,4.95,0.062,0.324,654.343,5,"17","大唐集团公司",2013
"383","凌云口风电场",4.95,4.95,0.025,0.456,922.133,10,"17","大唐集团公司",2013
"10021","凌云口风电场",4.95,4.95,0.053,0.262,529.879,3,"18","大唐集团公司",2013
"10031","凌云口风电场",4.95,4.95,0.051,0.388,784.212,5,"18","大唐集团公司",2013
"10041","凌云口风电场",4.95,4.95,0.108,0.209,421.867,2,"18","大唐集团公司",2013
"10051","凌云口风电场",4.95,4.95,0.075,0.337,680.782,4,"18","大唐集团公司",2013
"10061","凌云口风电场",4.95,4.95,0.101,0.101,204.018,1,"18","大唐集团公司",2013
"10071","凌云口风电场",4.95,4.95,0.072,0.538,1086.95,9,"18","大唐集团公司",2013
"10081","凌云口风电场",4.95,4.95,0.013,0.466,942.07,8,"18","大唐集团公司",2013
"10091","凌云口风电场",4.95,4.95,0.035,0.453,915.303,7,"18","大唐集团公司",2013
"1010","凌云口风电场",4.95,4.95,0.03,0.418,844.709,6,"18","大唐集团公司",2013
"10111","凯嘉煤层气",5.58,5.58,0.216,1.29,2311.005,6,"20","else",NA
"10121","凯嘉煤层气",5.58,5.58,0.215,1.115,1999,5,"19","else",NA
"10131","凯嘉煤层气",5.58,5.58,0.236,0.679,1218,3,"19","else",NA
"10141","凯嘉煤层气",3.93,3.93,0.178,0.178,452.84,9,"18","else",NA
"10151","凯嘉煤层气",5.58,5.58,0.228,2.701,4839.69,12,"19","else",NA
"10161","凯嘉煤层气",5.58,5.58,0.221,2.473,4433,11,"19","else",NA
"10171","凯嘉煤层气",5.58,5.58,0.227,0.661,1185,3,"20","else",NA
"10181","凯嘉煤层气",5.58,5.58,0.226,2.021,3622,9,"19","else",NA
"10191","凯嘉煤层气",5.58,5.58,0.223,0.862,2026.271,12,"18","else",NA
"10201","凯嘉煤层气",5.58,5.58,0.209,0.435,779,2,"20","else",NA
"10211","凯嘉煤层气",5.58,5.58,0.225,0.225,404,1,"20","else",NA
"10221","凯嘉煤层气",5.58,5.58,0.218,0.879,1575.618,4,"20","else",NA
"10231","凯嘉煤层气",5.58,5.58,0.236,1.794,3217,8,"19","else",NA
"10241","凯嘉煤层气",3.93,3.93,0.222,0.639,1625.81,11,"18","else",NA
"10251","凯嘉煤层气",5.58,5.58,0.195,1.074,1924.713,5,"20","else",NA
"10261","凯嘉煤层气",5.58,5.58,0.213,0.443,795,2,"19","else",NA
"10271","凯嘉煤层气",3.93,3.93,0.239,0.417,1060.85,10,"18","else",NA
"10281","凯嘉煤层气",5.58,5.58,0.231,0.231,413,1,"19","else",NA
"10291","凯嘉煤层气",5.58,5.58,0.221,0.901,1615,4,"19","else",NA
"10301","凯嘉煤层气",5.58,5.58,0.202,1.317,2361,6,"19","else",NA
"10311","凯嘉煤层气",5.58,5.58,0.241,1.559,2794,7,"19","else",NA
"10321","凯嘉煤层气",5.58,5.58,0.231,2.252,4037,10,"19","else",NA
"10331","初晨光伏",10,0,NA,NA,NA,12,"19","else",NA
"10341","初晨光伏",10,7,0.096,0.399,480.293,6,"20","else",NA
"10351","初晨光伏",10,7,0.095,0.303,343.323,5,"20","else",NA
"10361","初晨光伏",10,10,0.101,0.208,NA,4,"20","else",NA
"10371","初晨光伏",10,10,0,0.033,33,2,"20","else",NA
"10381","初晨光伏",10,10,0.033,0.033,33,1,"20","else",NA
"10391","初晨光伏",10,10,0.073,0.107,107,3,"20","else",NA
"385","利民风电场",19.95,19.95,0.406,1.541,772.682,5,"17","大唐集团公司",2012
"386","利民风电场",19.95,19.95,0.15,2.122,1063.559,8,"17","大唐集团公司",2012
"387","利民风电场",19.95,19.95,0.241,0.434,217.544,2,"17","大唐集团公司",2012
"388","利民风电场",19.95,19.95,0.193,0.193,96.692,1,"17","大唐集团公司",2012
"389","利民风电场",19.95,19.95,0.202,1.972,988.521,7,"17","大唐集团公司",2012
"390","利民风电场",19.95,19.95,0.304,0.738,369.925,3,"17","大唐集团公司",2012
"391","利民风电场",19.95,19.95,0.398,1.136,569.223,4,"17","大唐集团公司",2012
"392","利民风电场",19.95,19.95,0.72,3.322,1665.402,11,"17","大唐集团公司",2012
"393","利民风电场",19.95,19.95,0.238,2.602,1304.311,10,"17","大唐集团公司",2012
"394","利民风电场",19.95,19.95,0.228,1.77,887.118,6,"17","大唐集团公司",2012
"395","利民风电场",19.95,19.95,0.796,4.119,2064.444,12,"17","大唐集团公司",2012
"396","利民风电场",9.9,9.9,0.148,2.061,2082.302,12,"16","大唐集团公司",2012
"10401","利民风电场",19.95,19.95,0.334,3.487,1747.64,9,"18","大唐集团公司",2012
"10411","利民风电场",19.95,19.95,0.346,2.559,1282.737,5,"18","大唐集团公司",2012
"10421","利民风电场",19.95,19.95,0.436,2.213,1109.316,4,"18","大唐集团公司",2012
"10431","利民风电场",19.95,19.95,0.233,3.043,1525.316,7,"18","大唐集团公司",2012
"10441","利民风电场",19.95,19.95,0.251,2.81,1408.453,6,"18","大唐集团公司",2012
"10451","利民风电场",19.95,19.95,0.663,1.269,636.168,2,"18","大唐集团公司",2012
"10461","利民风电场",19.95,19.95,0.606,0.606,303.863,1,"18","大唐集团公司",2012
"1047","利民风电场",19.95,19.95,0.11,3.153,1580.24,8,"18","大唐集团公司",2012
"1048","利民风电场",19.95,19.95,0.508,1.777,890.832,3,"18","大唐集团公司",2012
"397","劲风风电场",4.8,4.8,0.133,1.089,2268.952,11,"17","国家能源集团",2014
"398","劲风风电场",4.8,4.8,0.119,0.321,668.75,3,"17","国家能源集团",2014
"399","劲风风电场",4.8,4.8,0.128,0.589,1227.292,5,"17","国家能源集团",2014
"400","劲风风电场",4.8,4.8,0.067,0.956,1991.073,10,"17","国家能源集团",2014
"401","劲风风电场",4.8,4.8,0.079,0.668,1391.667,6,"17","国家能源集团",2014
"402","劲风风电场",4.8,4.8,0.14,0.461,961.042,4,"17","国家能源集团",2014
"403","劲风风电场",4.8,4.8,0.073,0.741,1543.542,7,"17","国家能源集团",2014
"404","劲风风电场",4.8,4.8,0.1,0.1,207.917,1,"17","国家能源集团",2014
"405","劲风风电场",4.8,4.8,0.102,0.202,420.417,2,"17","国家能源集团",2014
"406","劲风风电场",4.8,4.8,0.121,1.21,2521.696,12,"17","国家能源集团",2014
"407","劲风风电场",4.8,4.8,0.064,0.805,1677.708,8,"17","国家能源集团",2014
"408","劲风风电场",4.8,4.8,0.099,1.194,2487.199,12,"16","国家能源集团",2014
"1049","劲风风电场",4.8,4.8,0.137,0.409,852.694,3,"18","国家能源集团",2014
"10501","劲风风电场",4.8,4.8,0.061,0.705,1467.804,6,"18","国家能源集团",2014
"10511","劲风风电场",4.8,4.8,0.14,0.549,1144.479,4,"18","国家能源集团",2014
"10521","劲风风电场",4.8,4.8,0.074,0.778,1621.804,7,"18","国家能源集团",2014
"1053","劲风风电场",4.8,4.8,0.094,0.643,1340.383,5,"18","国家能源集团",2014
"10541","劲风风电场",4.8,4.8,0.147,0.272,566.648,2,"18","国家能源集团",2014
"10551","劲风风电场",4.8,4.8,0.125,0.125,261.279,1,"18","国家能源集团",2014
"10561","劲风风电场",4.8,4.8,0.041,0.82,1708.2,8,"18","国家能源集团",2014
"10571","劲风风电场",4.8,4.8,0.073,0.893,1860.91,9,"18","国家能源集团",2014
"409","北山风电场",9.9,9.9,0.075,1.015,1024.848,8,"17","国电集团公司",2012
"410","北山风电场",9.9,9.9,0.106,1.232,1244.172,10,"17","国电集团公司",2012
"411","北山风电场",9.9,9.9,0.16,0.579,584.848,4,"17","国电集团公司",2012
"412","北山风电场",9.9,9.9,0.14,0.28,283.333,2,"17","国电集团公司",2012
"413","北山风电场",9.9,9.9,0.08,0.94,949.091,7,"17","国电集团公司",2012
"414","北山风电场",9.9,9.9,0.112,0.86,868.687,6,"17","国电集团公司",2012
"415","北山风电场",9.9,9.9,0.169,0.748,755.455,5,"17","国电集团公司",2012
"416","北山风电场",9.9,9.9,0.338,1.876,1894.585,12,"17","国电集团公司",2012
"417","北山风电场",9.9,9.9,0.127,1.3,1313.231,12,"16","国电集团公司",2012
"418","北山风电场",9.9,9.9,0.141,0.141,142.02,1,"17","国电集团公司",2012
"419","北山风电场",9.9,9.9,0.138,0.419,423.03,3,"17","国电集团公司",2012
"420","北山风电场",9.9,9.9,0.306,1.537,1552.959,11,"17","国电集团公司",2012
"10581","北山风电场",9.9,9.9,0.235,0.803,811.092,3,"18","国电集团公司",2012
"1059","北山风电场",9.9,9.9,0.273,0.568,573.791,2,"18","国电集团公司",2012
"1060","北山风电场",9.9,9.9,0.295,0.295,298.04,1,"18","国电集团公司",2012
"1061","北山风电场",9.9,9.9,0.129,1.319,1332.669,6,"18","国电集团公司",2012
"1062","北山风电场",9.9,9.9,0.079,1.399,1412.849,7,"18","国电集团公司",2012
"1063","北山风电场",9.9,9.9,0.054,1.452,1467.11,8,"18","国电集团公司",2012
"10641","北山风电场",9.9,9.9,0.153,1.19,1202.141,5,"18","国电集团公司",2012
"10651","北山风电场",9.9,9.9,0.234,1.037,1047.206,4,"18","国电集团公司",2012
"10661","北山风电场",9.9,9.9,0.155,1.607,1623.32,9,"18","国电集团公司",2012
"10671","北沟渠光伏",3,1.25,0.002,0.002,NA,7,"18","北京润阳新能源投资有限公司",NA
"10681","北沟渠光伏",3,1.25,0.002,0.004,30.21,8,"18","北京润阳新能源投资有限公司",NA
"10691","北沟渠光伏",3,1.25,0.002,0.006,45.06,9,"18","北京润阳新能源投资有限公司",NA
"10701","北沟渠光伏",3,1.65,0.026,0.158,4599,10,"19","北京润阳新能源投资有限公司",2018
"10711","北沟渠光伏",3,1.25,0.002,0.01,77.38,11,"18","北京润阳新能源投资有限公司",2018
"10721","北沟渠光伏",3,3,0.029,0.042,140,2,"20","北京润阳新能源投资有限公司",2018
"10731","北沟渠光伏",3,0.22,0.02,0.034,1561,3,"19","北京润阳新能源投资有限公司",2018
"10741","北沟渠光伏",3,1.65,0.014,0.107,4288,7,"19","北京润阳新能源投资有限公司",2018
"10751","北沟渠光伏",3,0.22,0.018,0.092,4201,6,"19","北京润阳新能源投资有限公司",2018
"1076","北沟渠光伏",3,0.22,0.011,0.014,638,2,"19","北京润阳新能源投资有限公司",2018
"1077","北沟渠光伏",3,0.22,0.003,0.003,142,1,"19","北京润阳新能源投资有限公司",2018
"10781","北沟渠光伏",3,3,0.023,0.198,1032.38,12,"19","北京润阳新能源投资有限公司",2018
"10791","北沟渠光伏",3,0.22,0.019,0.053,2417,4,"19","北京润阳新能源投资有限公司",2018
"1080","北沟渠光伏",3,1.65,0.023,0.132,4439,9,"19","北京润阳新能源投资有限公司",2018
"10811","北沟渠光伏",3,3,0.039,0.116,387.24,4,"20","北京润阳新能源投资有限公司",2018
"10821","北沟渠光伏",3,1.65,0.017,0.175,4703,11,"19","北京润阳新能源投资有限公司",2018
"10831","北沟渠光伏",3,0.22,0.002,0.011,151.244,12,"18","北京润阳新能源投资有限公司",2018
"10841","北沟渠光伏",3,3,0.036,0.152,507.345,5,"20","北京润阳新能源投资有限公司",2018
"10851","北沟渠光伏",3,3,0.022,0.175,582.021,6,"20","北京润阳新能源投资有限公司",2018
"10861","北沟渠光伏",3,3,0.013,0.013,44,1,"20","北京润阳新能源投资有限公司",2018
"10871","北沟渠光伏",3,3,0.035,0.077,256,3,"20","北京润阳新能源投资有限公司",2018
"10881","北沟渠光伏",3,0.22,0.021,0.074,3383,5,"19","北京润阳新能源投资有限公司",2018
"10891","北沟渠光伏",3,1.25,0.002,0.008,63.44,10,"18","北京润阳新能源投资有限公司",2018
"10901","北沟渠光伏",3,1.65,0.001,0.108,4297,8,"19","北京润阳新能源投资有限公司",2018
"10911","十里坪",6.95,6.95,0.092,0.756,1089,6,"19","else",NA
"10921","十里坪",6.95,6.95,0.153,1.531,2202.96,10,"18","else",NA
"1093","十里坪",6.95,6.95,0.136,1.667,2398.89,11,"18","else",NA
"10941","十里坪",6.95,6.95,0.068,0.068,97,1,"20","else",NA
"10951","十里坪",6.95,6.95,0.137,1.453,2091,11,"19","else",NA
"10961","十里坪",6.95,6.95,0.187,1.854,2668.231,12,"18","else",NA
"10971","十里坪",6.95,6.95,0.115,0.871,1254,7,"19","else",NA
"10981","十里坪",6.95,6.95,0.158,1.154,1661,9,"19","else",NA
"10991","十里坪",6.95,6.95,0.143,0.665,957,5,"19","else",NA
"11001","十里坪",6.95,6.95,0.125,0.996,1434,8,"19","else",NA
"11011","十里坪",6.95,6.95,0.084,0.152,218,2,"20","else",NA
"11021","十里坪",6.95,6.95,0.162,1.316,1894,10,"19","else",NA
"11031","十里坪",6.95,6.95,0.179,0.331,476,3,"20","else",NA
"11041","十里坪",6.95,6.95,0.138,0.72,1035.582,6,"20","else",NA
"11051","十里坪",6.95,6.95,0.114,0.445,640.278,4,"20","else",NA
"11061","十里坪",6.95,6.95,0.153,0.153,220,1,"19","else",NA
"11071","十里坪",6.95,6.95,0.136,0.581,836.307,5,"20","else",NA
"11081","十里坪",6.95,6.95,0.152,0.521,751,4,"19","else",NA
"11091","十里坪",6.95,6.95,0.153,1.606,2311.102,12,"19","else",NA
"11101","十里坪",6.95,6.95,0.131,0.37,532,3,"19","else",NA
"11111","十里坪",6.95,6.95,0.086,0.238,343,2,"19","else",NA
"422","十里坪风电场",6.95,6.95,0.121,0.121,173.957,1,"17","中广核集团",2014
"423","十里坪风电场",6.95,6.95,0.107,0.228,327.626,2,"17","中广核集团",2014
"424","十里坪风电场",6.95,6.95,0.147,1.677,2412.706,12,"17","中广核集团",2014
"425","十里坪风电场",6.95,6.95,0.101,0.753,1083.597,6,"17","中广核集团",2014
"426","十里坪风电场",6.95,6.95,0.144,0.53,762.446,4,"17","中广核集团",2014
"427","十里坪风电场",6.95,6.95,0.169,1.355,1948.98,10,"17","中广核集团",2014
"428","十里坪风电场",6.95,6.95,0.158,0.386,555.252,3,"17","中广核集团",2014
"429","十里坪风电场",6.95,6.95,0.157,1.044,1502.158,8,"17","中广核集团",2014
"430","十里坪风电场",6.95,6.95,0.139,1.153,1658.675,12,"16","中广核集团",2014
"431","十里坪风电场",6.95,6.95,0.175,1.53,2201.236,11,"17","中广核集团",2014
"432","十里坪风电场",6.95,6.95,0.122,0.652,938.561,5,"17","中广核集团",2014
"433","十里坪风电场",6.95,6.95,0.134,0.887,1275.683,7,"17","中广核集团",2014
"11121","十里坪风电场",6.95,6.95,0.157,1.212,1743.3,8,"18","中广核集团",2014
"11131","十里坪风电场",6.95,6.95,0.145,0.727,1045.944,5,"18","中广核集团",2014
"11141","十里坪风电场",6.95,6.95,0.177,0.177,254.43,1,"18","中广核集团",2014
"11151","十里坪风电场",6.95,6.95,0.129,0.856,1231.158,6,"18","中广核集团",2014
"11161","十里坪风电场",6.95,6.95,0.129,0.451,648.613,3,"18","中广核集团",2014
"11171","十里坪风电场",6.95,6.95,0.199,1.055,1517.755,7,"18","中广核集团",2014
"1118","十里坪风电场",6.95,6.95,0.145,0.322,462.994,2,"18","中广核集团",2014
"11191","十里坪风电场",6.95,6.95,0.131,0.582,837.006,4,"18","中广核集团",2014
"11201","十里坪风电场",6.95,6.95,0.166,1.378,1982.42,9,"18","中广核集团",2014
"11211","千佛寺风电场",9.95,9.95,0.009,0.009,9,1,"20","同煤集团",2019
"11221","千佛寺风电场",9.95,9.95,0.055,0.065,64.836,3,"20","同煤集团",2019
"11231","千佛寺风电场",9.95,9.95,0.002,0.002,2.328,12,"19","同煤集团",2019
"11241","千佛寺风电场",9.95,9.95,0.056,0.317,318.651,6,"20","同煤集团",2019
"11251","千佛寺风电场",9.95,9.95,0.001,0.009,10,2,"20","同煤集团",2019
"11261","千佛寺风电场",9.95,9.95,0.099,0.261,262.173,5,"20","同煤集团",2019
"11271","千佛寺风电场",9.95,9.95,0.098,0.162,NA,4,"20","同煤集团",2019
"435","华光电厂",120,120,0.786,44.546,3712.198,11,"17","格盟集团公司",2005
"436","华光电厂",120,120,2.426,2.448,204.008,2,"17","格盟集团公司",2005
"437","华光电厂",120,120,4.966,11.264,938.692,4,"17","格盟集团公司",2005
"438","华光电厂",120,120,5.692,29.407,2450.583,7,"17","格盟集团公司",2005
"439","华光电厂",120,120,6.24,17.504,1458.675,5,"17","格盟集团公司",2005
"440","华光电厂",120,120,0.022,0.022,1.85,1,"17","格盟集团公司",2005
"441","华光电厂",120,120,3.85,6.298,524.875,3,"17","格盟集团公司",2005
"442","华光电厂",120,120,5.008,43.761,3646.733,10,"17","格盟集团公司",2005
"443","华光电厂",120,120,4.885,34.292,2857.683,8,"17","格盟集团公司",2005
"444","华光电厂",120,120,0,39.443,3286.883,12,"16","格盟集团公司",2005
"445","华光电厂",120,120,6.211,23.715,1976.233,6,"17","格盟集团公司",2005
"446","华光电厂",120,120,1.699,46.245,3853.766,12,"17","格盟集团公司",2005
"11281","华光电厂",120,120,1.82,5.567,464,2,"19","格盟集团公司",2005
"11291","华光电厂",120,120,4.039,13.861,1156,4,"19","格盟集团公司",2005
"11301","华光电厂",120,120,5.097,21.126,1760.481,6,"18","格盟集团公司",2005
"1131","华光电厂",120,120,5.627,46.715,3892,10,"19","格盟集团公司",2005
"11321","华光电厂",120,120,5.845,9.96,830.018,4,"18","格盟集团公司",2005
"11331","华光电厂",120,120,3.747,3.747,312,1,"19","格盟集团公司",2005
"11341","华光电厂",120,120,3.782,50.497,4207,11,"19","格盟集团公司",2005
"11351","华光电厂",120,120,5.249,25.139,2095,6,"19","格盟集团公司",2005
"11361","华光电厂",120,120,5.176,35.407,2950,8,"19","格盟集团公司",2005
"11371","华光电厂",120,120,6.115,32.715,2726.29,8,"18","格盟集团公司",2005
"11381","华光电厂",120,120,6.029,19.89,1658,5,"19","格盟集团公司",2005
"11391","华光电厂",120,120,4.255,9.822,819,3,"19","格盟集团公司",2005
"11401","华光电厂",120,120,4.481,15.264,1271.98,6,"20","格盟集团公司",2005
"11411","华光电厂",120,120,0.329,1.873,156,2,"20","格盟集团公司",2005
"11421","华光电厂",120,120,5.682,41.088,3423,9,"19","格盟集团公司",2005
"11431","华光电厂",120,120,5.462,38.177,3181.45,9,"18","格盟集团公司",2005
"1144","华光电厂",120,120,5.091,30.23,2519,7,"19","格盟集团公司",2005
"11451","华光电厂",120,120,0.935,0.935,77.947,1,"18","格盟集团公司",2005
"11461","华光电厂",120,120,2.145,4.018,334.852,3,"20","格盟集团公司",2005
"11471","华光电厂",120,120,2.373,4.115,342.932,3,"18","格盟集团公司",2005
"11481","华光电厂",120,120,4.91,43.087,3590.58,10,"18","格盟集团公司",2005
"11491","华光电厂",120,120,4.994,51.232,4269.318,12,"18","格盟集团公司",2005
"11501","华光电厂",120,120,3.151,46.238,3853.16,11,"18","格盟集团公司",2005
"11511","华光电厂",120,120,2.469,52.966,4413.801,12,"19","格盟集团公司",2005
"11521","华光电厂",120,120,0.807,1.742,145.157,2,"18","格盟集团公司",2005
"11531","华光电厂",120,120,3.878,10.783,898.546,5,"20","格盟集团公司",2005
"11541","华光电厂",120,120,1.544,1.544,129,1,"20","格盟集团公司",2005
"11551","华光电厂",120,120,5.475,26.601,2216.739,7,"18","格盟集团公司",2005
"11561","华光电厂",120,120,2.887,6.905,575.414,4,"20","格盟集团公司",2005
"1157","华光电厂",120,120,6.068,16.029,1335.713,5,"18","格盟集团公司",2005
"448","华岳电厂",10,5.2,0.235,1.297,2494.442,11,"17","else",2019
"449","华岳电厂",5,5,0.228,0.228,455.6,5,"17","else",2019
