"","X","plant","capacity","complete","generated_el","time","month","year","parent_company","op_time","area","area3","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five"
"9083",9083,"神池太平庄",14.95,10.9,1.925,1287,9,19,"else",0,"忻州市神池县","xinzhou","shenchitaipingzhuang",0,0,0,1,"0"
"9084",9084,"神池太平庄",14.95,15.9,1.542,1031,6,19,"else",0,"忻州市神池县","xinzhou","shenchitaipingzhuang",0,0,0,1,"0"
"9085",9085,"神池太平庄",14.95,30.5,3.199,2139.91,11,18,"else",0,"忻州市神池县","xinzhou","shenchitaipingzhuang",0,0,0,1,"0"
"9086",9086,"神池太平庄",14.95,38,0.81,541,3,19,"else",0,"忻州市神池县","xinzhou","shenchitaipingzhuang",0,0,0,1,"0"
"9087",9087,"神池太平庄",14.95,33.1,1.383,924,5,19,"else",0,"忻州市神池县","xinzhou","shenchitaipingzhuang",0,0,0,1,"0"
"9088",9088,"神池川口光伏",3,1.3,0.013,89.56,7,18,"else",0,"忻州市神池县","xinzhou","shenchichuankouguangfu",0,0,1,0,"0"
"9089",9089,"神池川口光伏",3,0,0,0,6,18,"else",0,"忻州市神池县","xinzhou","shenchichuankouguangfu",0,0,1,0,"0"
"9090",9090,"神池艾特",9.6,8.8,0.088,92,1,20,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9091",9091,"神池艾特",9.6,8.2,0.839,1119,6,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9092",9092,"神池艾特",4.8,9,0.891,1856.62,10,18,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9093",9093,"神池艾特",9.6,16.1,1.25,1666,10,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9094",9094,"神池艾特",9.6,9,0.929,1239,7,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9095",9095,"神池艾特",9.6,22.2,0.446,465,3,20,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9096",9096,"神池艾特",9.6,13.5,0.224,233,2,20,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9097",9097,"神池艾特",9.6,12.8,0.603,805,4,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9098",9098,"神池艾特",9.6,16.6,0.612,637.569,4,20,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9099",9099,"神池艾特",9.6,24.7,1.662,1976.345,12,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9100",9100,"神池艾特",9.6,18.3,0.475,634,3,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9101",9101,"神池艾特",9.6,16.6,1.415,1887,11,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9102",9102,"神池艾特",9.6,7.3,1.088,1451,9,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9103",9103,"神池艾特",9.6,15.3,0.757,1009,5,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9104",9104,"神池艾特",9.6,10.9,0.893,930.125,6,20,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9105",9105,"神池艾特",4.8,1.5,0.906,1887.77,11,18,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9106",9106,"神池艾特",9.6,14.8,0.292,390,2,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9107",9107,"神池艾特",9.6,8.6,1.015,1354,8,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9108",9108,"神池艾特",9.6,14.4,0.144,193,1,19,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9109",9109,"神池艾特",9.6,17.2,0.784,816.988,5,20,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9110",9110,"神池艾特",7.5,10.9,1.015,2032.927,12,18,"中核集团",2014,"忻州市神池县","xinzhou","shenchiaite",0,0,0,1,"0"
"9111",9111,"神池霸业梁",14.55,21.3,1.052,723,4,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9112",9112,"神池霸业梁",14.55,22.3,2.009,1380,10,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9113",9113,"神池霸业梁",14.55,24.3,1.057,726.673,5,20,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9114",9114,"神池霸业梁",14.55,33.2,2.931,2014.38,11,18,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9115",9115,"神池霸业梁",14.55,21.7,0.814,559.744,4,20,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9116",9116,"神池霸业梁",14.55,44.5,3.376,2320.062,12,18,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9117",9117,"神池霸业梁",14.55,12.5,1.682,1156,8,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9118",9118,"神池霸业梁",14.55,22.8,0.485,333,2,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9119",9119,"神池霸业梁",14.55,35.5,0.84,577,3,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9120",9120,"神池霸业梁",14.55,27.6,2.599,1786.12,10,18,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9121",9121,"神池霸业梁",14.55,25.7,0.257,176,1,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9122",9122,"神池霸业梁",14.55,27.4,2.283,1568,11,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9123",9123,"神池霸业梁",14.55,13,0.13,89,1,20,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9124",9124,"神池霸业梁",14.55,9.5,1.557,1070,7,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9125",9125,"神池霸业梁",14.55,26.3,1.315,903,5,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9126",9126,"神池霸业梁",14.55,36,2.64,1814.09,12,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9127",9127,"神池霸业梁",14.55,30,0.598,410,3,20,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9128",9128,"神池霸业梁",14.55,16.7,0.298,204,2,20,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9129",9129,"神池霸业梁",14.55,10.4,1.786,1227,9,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9130",9130,"神池霸业梁",14.55,15.7,1.214,834.441,6,20,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9131",9131,"神池霸业梁",14.55,14.8,1.462,1005,6,19,"格盟集团公司",2010,"忻州市神池县","xinzhou","shenchibayeliang",0,0,0,1,"0"
"9132",9132,"神池黄花母",4.95,7.4,0.134,272,2,20,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9133",9133,"神池黄花母",4.95,9.5,0.949,1916.66,10,18,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9134",9134,"神池黄花母",4.95,11.1,1.06,2140.71,11,18,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9135",9135,"神池黄花母",4.95,11.9,0.253,512,3,20,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9136",9136,"神池黄花母",4.95,11.1,0.289,583,3,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9137",9137,"神池黄花母",4.95,5.5,0.535,1080,6,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9138",9138,"神池黄花母",4.95,8.5,0.748,1512,10,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9139",9139,"神池黄花母",4.95,3.2,0.662,1339,9,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9140",9140,"神池黄花母",4.95,9.8,0.433,875.529,5,20,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9141",9141,"神池黄花母",4.95,9,0.178,360,2,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9142",9142,"神池黄花母",4.95,10.7,0.479,969,5,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9143",9143,"神池黄花母",4.95,4.8,0.582,1177,7,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9144",9144,"神池黄花母",4.95,8.4,0.372,752,4,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9145",9145,"神池黄花母",4.95,6.3,0.496,1001.919,6,20,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9146",9146,"神池黄花母",4.95,8.8,0.088,178,1,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9147",9147,"神池黄花母",4.95,15.5,1.02,2061.565,12,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9148",9148,"神池黄花母",4.95,8.2,0.335,677.066,4,20,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9149",9149,"神池黄花母",4.95,11.8,0.866,1750,11,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9150",9150,"神池黄花母",4.95,4.8,0.63,1274,8,19,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9151",9151,"神池黄花母",4.95,13.5,1.195,2413.686,12,18,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9152",9152,"神池黄花母",4.95,6,0.06,122,1,20,"国电集团公司",2012,"忻州市神池县","xinzhou","shenchihuanghuamu",0,0,0,1,"1"
"9153",9153,"神泉电厂",120,606.2,44.964,3747.042,12,16,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9154",9154,"神泉电厂",120,665.9,33.122,2760.158,8,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9155",9155,"神泉电厂",120,0,1.319,109.942,2,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9156",9156,"神泉电厂",120,628.7,44.92,3743.3,10,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9157",9157,"神泉电厂",120,553.7,19.599,1633.233,6,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9158",9158,"神泉电厂",120,630.9,14.061,1171.783,5,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9159",9159,"神泉电厂",120,278.9,4.108,342.367,3,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9160",9160,"神泉电厂",120,686.4,26.463,2205.225,7,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9161",9161,"神泉电厂",120,551.2,38.633,3219.407,9,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9162",9162,"神泉电厂",120,477,60.316,5026.351,12,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9163",9163,"神泉电厂",120,481.7,4.817,401,1,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9164",9164,"神泉电厂",120,546.7,50.386,4198.869,11,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9165",9165,"神泉电厂",120,526.5,28.463,2372,7,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9166",9166,"神泉电厂",120,410.8,8.297,691.453,3,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9167",9167,"神泉电厂",120,131.9,1.319,109.942,1,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9168",9168,"神泉电厂",120,492.4,21.719,1809.94,6,20,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9169",9169,"神泉电厂",120,374.1,16.796,1399.64,5,20,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9170",9170,"神泉电厂",120,449.7,49.852,4155,11,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9171",9171,"神泉电厂",120,589,14.187,1182.251,4,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9172",9172,"神泉电厂",120,572.3,45.355,3780,10,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9173",9173,"神泉电厂",120,274.5,13.055,1087.9,4,20,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9174",9174,"神泉电厂",120,337,10.31,859.144,3,20,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9175",9175,"神泉电厂",120,251.5,8.547,712,3,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9176",9176,"神泉电厂",120,239.5,6.943,579,2,20,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9177",9177,"神泉电厂",120,536.3,55.215,4601.263,12,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9178",9178,"神泉电厂",120,579.1,23.198,1933,6,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9179",9179,"神泉电厂",120,357.7,12.124,1010,4,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9180",9180,"神泉电厂",120,654.8,38.834,3236.19,8,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9181",9181,"神泉电厂",120,566.6,50.082,4173.51,10,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9182",9182,"神泉电厂",120,360.5,3.605,300.403,1,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9183",9183,"神泉电厂",120,546.4,55.546,4628.87,11,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9184",9184,"神泉电厂",120,558.2,44.416,3701.33,9,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9185",9185,"神泉电厂",120,528.4,17.407,1450,5,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9186",9186,"神泉电厂",120,644.9,32.286,2690.512,7,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9187",9187,"神泉电厂",120,575.7,34.221,2852,8,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9188",9188,"神泉电厂",120,58.5,4.189,349.118,2,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9189",9189,"神泉电厂",120,454.9,4.549,379,1,20,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9190",9190,"神泉电厂",120,541.2,39.633,3303,9,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9191",9191,"神泉电厂",120,464,55.026,4585.519,12,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9192",9192,"神泉电厂",120,564.3,25.837,2153.067,6,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9193",9193,"神泉电厂",120,600.7,20.194,1682.809,5,18,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9194",9194,"神泉电厂",120,364.4,7.752,646.017,4,17,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9195",9195,"神泉电厂",120,121.4,6.032,502,2,19,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,"1"
"9196",9196,"禅山寺风电场",9.95,14.9,0.307,308.379,5,20,"else",0,"晋中市榆社县","jinzhong","chanshansifengdianchang",1,0,0,0,"0"
"9197",9197,"禅山寺风电场",9.95,0.2,0.006,6,2,20,"else",0,"晋中市榆社县","jinzhong","chanshansifengdianchang",1,0,0,0,"0"
"9198",9198,"禅山寺风电场",9.95,8,0.158,NA,4,20,"else",0,"晋中市榆社县","jinzhong","chanshansifengdianchang",1,0,0,0,"0"
"9199",9199,"禅山寺风电场",4.95,3.1,0.031,62,3,20,"else",0,"晋中市榆社县","jinzhong","chanshansifengdianchang",1,0,0,0,"0"
"9200",9200,"禅山寺风电场",9.95,6.9,0.376,377.694,6,20,"else",0,"晋中市榆社县","jinzhong","chanshansifengdianchang",1,0,0,0,"0"
"9201",9201,"禅山寺风电场",9.95,0.4,0.004,4,1,20,"else",0,"晋中市榆社县","jinzhong","chanshansifengdianchang",1,0,0,0,"0"
"9202",9202,"禅山寺风电场二期",5,4.7,0.047,93,3,20,"else",0,"晋中市榆社县","jinzhong","chanshansifengdianchangerqi",1,0,0,0,"0"
"9203",9203,"福新光伏",1.02,0.7,0.016,154.275,10,17,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9204",9204,"福新光伏",1.02,1,0.035,341.706,12,17,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9205",9205,"福新光伏",1.02,0.9,0.025,242.863,11,17,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9206",9206,"福新光伏",1.02,0.3,0.009,90.529,9,17,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9207",9207,"福新光伏",1.02,1.3,0.057,561.284,5,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9208",9208,"福新光伏",1.02,0.8,0.008,74.588,1,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9209",9209,"福新光伏",1.02,1.2,0.07,682.098,6,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9210",9210,"福新光伏",1.02,1.2,0.092,901.14,8,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9211",9211,"福新光伏",1.02,1,0.08,779.549,7,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9212",9212,"福新光伏",1,1,0.125,1245,11,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9213",9213,"福新光伏",1.02,1.1,0.073,711.008,6,20,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9214",9214,"福新光伏",1,0.9,0.115,1146,10,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9215",9215,"福新光伏",1.02,1.1,0.046,448.027,4,20,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9216",9216,"福新光伏",1.02,1.5,0.035,343,3,20,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9217",9217,"福新光伏",1,1.5,0.059,593,5,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9218",9218,"福新光伏",1.02,0.9,0.124,1218.14,11,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9219",9219,"福新光伏",1.02,0.8,0.016,157.873,2,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9220",9220,"福新光伏",1.02,1.4,0.03,295.618,3,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9221",9221,"福新光伏",1.02,1.4,0.044,429.441,4,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9222",9222,"福新光伏",1.02,1,0.102,997.46,9,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9223",9223,"福新光伏",1,1.1,0.095,950,8,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9224",9224,"福新光伏",1,0.8,0.132,1296.76,12,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9225",9225,"福新光伏",1,1.2,0.084,842,7,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9226",9226,"福新光伏",1.02,1.2,0.02,198,2,20,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9227",9227,"福新光伏",1,1.5,0.031,314,3,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9228",9228,"福新光伏",1.02,1.6,0.061,600.49,5,20,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9229",9229,"福新光伏",1,1.3,0.044,441,4,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9230",9230,"福新光伏",1,0.8,0.016,164,2,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9231",9231,"福新光伏",1.02,1,0.135,1346,12,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9232",9232,"福新光伏",1,1.1,0.106,1060,9,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9233",9233,"福新光伏",1.02,0.8,0.008,79,1,20,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9234",9234,"福新光伏",1,0.9,0.009,87,1,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9235",9235,"福新光伏",1,1.3,0.072,720,6,19,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9236",9236,"福新光伏",1.02,1.4,0.115,1129.88,10,18,"潞安集团",2017,"运城市芮城县","yuncheng","fuxinguangfu",0,0,1,0,"0"
"9237",9237,"福杜光伏",1.36,4.2,0.144,1058.794,5,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9238",9238,"福杜光伏",1.36,1.4,0.014,102.816,1,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9239",9239,"福杜光伏",1.36,3.5,0.179,1316.684,6,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9240",9240,"福杜光伏",1.36,0.8,0.022,162.368,9,17,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9241",9241,"福杜光伏",1.36,3.2,0.065,477.132,3,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9242",9242,"福杜光伏",1.36,3.7,0.102,752.706,4,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9243",9243,"福杜光伏",1.36,3.8,0.252,1850.76,8,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9244",9244,"福杜光伏",1.36,1.9,0.033,241.066,2,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9245",9245,"福杜光伏",1.36,3.5,0.214,1573.926,7,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9246",9246,"福杜光伏",1.36,0.6,0.028,207,10,17,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9247",9247,"福杜光伏",1.36,1.4,0.052,384.846,12,17,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9248",9248,"福杜光伏",1.36,3,0.282,2074.16,9,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9249",9249,"福杜光伏",3.5,3.4,0.278,794,8,19,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9250",9250,"福杜光伏",3.5,3,0.136,388.848,4,20,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9251",9251,"福杜光伏",3.5,4.4,0.106,301,3,20,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9252",9252,"福杜光伏",1.36,4,0.322,2365.94,10,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9253",9253,"福杜光伏",1.36,2.8,0.35,2572.54,11,18,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9254",9254,"福杜光伏",3.5,3.4,0.215,614.568,6,20,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9255",9255,"福杜光伏",3.5,3.5,0.244,698,7,19,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
"9256",9256,"福杜光伏",3.5,3.5,0.313,893,9,19,"潞安集团",2017,"晋城市泽州县","jincheng","fuduguangfu",0,0,1,0,"0"
