"","area3","year","GDP","GDP per capita","GDPperMonth","X.1","X","month","capacity","complete","generated_el","time","parent_company","op_time","area","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five","yearmonth","bf_covid","type_of_p","af_covid","new_case","on_covid","efficiency"
"8666","xinzhou",17,8744923,27665,728743.5833,1700,1700,7,4.95,290,0.431,871.515,"else",0,"忻州市宁武县","xiejiapingfengdianchang",1,0,0,0,0,"Jul 2017",1,"wind",0,0,0,0.0813692480359147
"8667","xinzhou",17,8744923,27665,728743.5833,2349,2349,10,9.9,1040,1.675,1691.851,"else",0,"忻州市原平市","duanjiabaofengdianchang",1,0,0,0,0,"Oct 2017",1,"wind",0,0,0,0.145903479236813
"8668","xinzhou",17,8744923,27665,728743.5833,2027,2027,9,14.95,940,1.893,1266.421,"华能集团公司",2013,"忻州市神池县","taipingzhuangfengdianchang",1,0,0,0,1,"Sep 2017",1,"wind",0,0,0,0.0873281308063917
"8669","xinzhou",17,8744923,27665,728743.5833,2472,2472,11,5,410,0.09,179.624,"else",2017,"忻州市忻府区","guangxinguangfu",0,0,1,0,0,"Nov 2017",1,"photovoltaic",0,0,0,0.113888888888889
"8670","xinzhou",17,8744923,27665,728743.5833,1056,1056,5,14.85,2470,1.109,746.599,"华能集团公司",2011,"忻州市宁武县","dongmafangfengdianchang",1,0,0,0,1,"May 2017",1,"wind",0,0,0,0.231013842124953
"8671","xinzhou",17,8744923,27665,728743.5833,1502,1502,7,9.9,700,1.009,1018.889,"国家电投集团",2011,"忻州市繁峙县","yunwuyufengdianchang",1,0,0,0,1,"Jul 2017",1,"wind",0,0,0,0.0982042648709315
"8672","xinzhou",17,8744923,27665,728743.5833,1991,1991,9,15,1300,1.761,1173.745,"国家能源集团",2014,"忻州市静乐县","shuangjingfengdianchang",1,0,0,0,1,"Sep 2017",1,"wind",0,0,0,0.12037037037037
"8673","xinzhou",17,8744923,27665,728743.5833,1384,1384,6,5,690,0.39,780.8,"中核集团",2015,"忻州市忻府区","caozhangguangfu",0,0,1,0,0,"Jun 2017",1,"photovoltaic",0,0,0,0.191666666666667
"8674","xinzhou",17,8744923,27665,728743.5833,413,413,1,132,0,0,0,"同煤集团",0,"忻州市原平市","xuangangdianchang",0,0,0,1,0,"Jan 2017",1,"fossil-fuel",0,0,0,0
"8675","xinzhou",17,8744923,27665,728743.5833,293,293,1,4.8,270,0.027,57.083,"大唐集团公司",2016,"忻州市代县","gouzhangfengdianchang",1,0,0,0,1,"Jan 2017",1,"wind",0,0,0,0.078125
"8676","xinzhou",17,8744923,27665,728743.5833,2359,2359,10,9.75,1100,1.297,1329.846,"大唐集团公司",0,"忻州市岢岚县","yanjiacunfengdianchang",1,0,0,0,0,"Oct 2017",1,"wind",0,0,0,0.156695156695157
"8677","xinzhou",17,8744923,27665,728743.5833,1874,1874,8,9.75,680,1.096,1124.513,"大唐集团公司",0,"忻州市岢岚县","yanjiacunfengdianchang",1,0,0,0,0,"Aug 2017",1,"wind",0,0,0,0.0968660968660969
"8678","xinzhou",17,8744923,27665,728743.5833,2645,2645,11,4.8,1370,0.686,1525.347,"else",0,"忻州市代县","yanmenguanfengdianchang",1,0,0,0,0,"Nov 2017",1,"wind",0,0,0,0.396412037037037
"8679","xinzhou",17,8744923,27665,728743.5833,1714,1714,8,14.85,1360,1.488,1002.02,"华能集团公司",2011,"忻州市宁武县","dongmafangfengdianchang",1,0,0,0,1,"Aug 2017",1,"wind",0,0,0,0.127197904975683
"8680","xinzhou",17,8744923,27665,728743.5833,1755,1755,8,15,1230,1.63,1086.867,"国家能源集团",2014,"忻州市静乐县","shuangjingfengdianchang",1,0,0,0,1,"Aug 2017",1,"wind",0,0,0,0.113888888888889
"8681","xinzhou",17,8744923,27665,728743.5833,1028,1028,4,2,90,0.032,158.5,"华能集团公司",2017,"忻州市偏关县","yanyangguangfu",0,0,1,0,1,"Apr 2017",1,"photovoltaic",0,0,0,0.0625
"8682","xinzhou",17,8744923,27665,728743.5833,1393,1393,6,70,37610,14.817,2116.729,"神华集团",0,"忻州市河曲县","louziyingdianchang",0,0,0,1,1,"Jun 2017",1,"fossil-fuel",0,0,0,0.746230158730159
"8683","xinzhou",17,8744923,27665,728743.5833,585,585,2,14.55,2550,0.499,343.23,"else",0,"忻州市神池县","bayeliangfengdianchang",1,0,0,0,0,"Feb 2017",1,"wind",0,0,0,0.243413516609393
"8684","xinzhou",17,8744923,27665,728743.5833,2124,2124,9,2,200,0.118,590,"华能集团公司",2017,"忻州市偏关县","yanyangguangfu",0,0,1,0,1,"Sep 2017",1,"photovoltaic",0,0,0,0.138888888888889
"8685","xinzhou",17,8744923,27665,728743.5833,667,667,3,9.9,1380,0.419,423.03,"国电集团公司",2012,"忻州市定襄县","beishanfengdianchang",1,0,0,0,1,"Mar 2017",1,"wind",0,0,0,0.193602693602694
"8686","xinzhou",17,8744923,27665,728743.5833,1275,1275,6,9.9,860,0.939,948.687,"国家电投集团",2011,"忻州市繁峙县","yunwuyufengdianchang",1,0,0,0,1,"Jun 2017",1,"wind",0,0,0,0.120650953984287
"8687","xinzhou",17,8744923,27665,728743.5833,549,549,2,4.8,1110,0.22,457.292,"else",0,"忻州市神池县","aitefengdianchang",1,0,0,0,0,"Feb 2017",1,"wind",0,0,0,0.321180555555556
"8688","xinzhou",17,8744923,27665,728743.5833,2128,2128,9,27,5680,8.984,3327.302,"神华集团",0,"忻州市保德县","shendongdianchang",0,0,0,1,1,"Sep 2017",1,"fossil-fuel",0,0,0,0.292181069958848
"8689","xinzhou",17,8744923,27665,728743.5833,793,793,3,9.9,1100,0.305,308.283,"else",0,"忻州市偏关县","heijiazhuangfengdianchang",1,0,0,0,0,"Mar 2017",1,"wind",0,0,0,0.154320987654321
"8690","xinzhou",17,8744923,27665,728743.5833,671,671,3,12,1650,0.574,478.083,"华润集团",2015,"忻州市原平县","zhuofenglingfengdianchang",1,0,0,0,0,"Mar 2017",1,"wind",0,0,0,0.190972222222222
"8691","xinzhou",17,8744923,27665,728743.5833,2898,2898,12,4.95,1550,0.644,1301.182,"国电集团公司",2017,"忻州市偏关县","yinzijufengdianchang",1,0,0,0,1,"Dec 2017",1,"wind",0,0,0,0.434904601571268
"8692","xinzhou",17,8744923,27665,728743.5833,2899,2899,12,9.75,3530,1.966,2016.821,"大唐集团公司",0,"忻州市岢岚县","yanjiacunfengdianchang",1,0,0,0,0,"Dec 2017",1,"wind",0,0,0,0.502849002849003
"8693","xinzhou",17,8744923,27665,728743.5833,839,839,4,14.95,3420,1.031,689.565,"华能集团公司",2013,"忻州市神池县","taipingzhuangfengdianchang",1,0,0,0,1,"Apr 2017",1,"wind",0,0,0,0.317725752508361
"8694","xinzhou",17,8744923,27665,728743.5833,1446,1446,6,27,14340,5.75,2129.519,"神华集团",0,"忻州市保德县","shendongdianchang",0,0,0,1,1,"Jun 2017",1,"fossil-fuel",0,0,0,0.737654320987654
"8695","xinzhou",17,8744923,27665,728743.5833,1528,1528,7,9.9,800,0.94,949.091,"国电集团公司",2012,"忻州市定襄县","beishanfengdianchang",1,0,0,0,1,"Jul 2017",1,"wind",0,0,0,0.112233445566779
"8696","xinzhou",17,8744923,27665,728743.5833,2097,2097,9,4.8,900,0.836,1742.446,"else",0,"忻州市宁武县","pandaoliangfengdianchang",1,0,0,0,0,"Sep 2017",1,"wind",0,0,0,0.260416666666667
"8697","xinzhou",17,8744923,27665,728743.5833,1166,1166,5,9.9,1540,0.916,925.152,"else",0,"忻州市忻府区","wujiashanfengdianchang",1,0,0,0,0,"May 2017",1,"wind",0,0,0,0.216049382716049
"8698","xinzhou",17,8744923,27665,728743.5833,843,843,4,14.85,2600,0.862,580.404,"华能集团公司",2011,"忻州市宁武县","dongmafangfengdianchang",1,0,0,0,1,"Apr 2017",1,"wind",0,0,0,0.243172465394688
"8699","xinzhou",17,8744923,27665,728743.5833,2746,2746,12,12,4120,2.534,2111.25,"华润集团",2015,"忻州市原平县","zhuofenglingfengdianchang",1,0,0,0,0,"Dec 2017",1,"wind",0,0,0,0.476851851851852
"8700","xinzhou",17,8744923,27665,728743.5833,2747,2747,12,29.85,8010,5.365,1797.177,"国电集团公司",2012,"忻州市静乐县","nanhuashanfengdianchang",1,0,0,0,1,"Dec 2017",1,"wind",0,0,0,0.372696817420435
"8701","xinzhou",17,8744923,27665,728743.5833,2871,2871,12,4.8,1730,0.947,1972.906,"大唐集团公司",2016,"忻州市代县","gouzhangfengdianchang",1,0,0,0,1,"Dec 2017",1,"wind",0,0,0,0.500578703703704
"8702","xinzhou",17,8744923,27665,728743.5833,807,807,3,4.8,960,0.315,656.875,"else",0,"忻州市神池县","aitefengdianchang",1,0,0,0,0,"Mar 2017",1,"wind",0,0,0,0.277777777777778
"8703","xinzhou",17,8744923,27665,728743.5833,2790,2790,12,4.95,890,0.66,1332.422,"国家能源集团",2012,"忻州市静乐县","suopofengdianchang",1,0,0,0,1,"Dec 2017",1,"wind",0,0,0,0.249719416386083
"8704","xinzhou",17,8744923,27665,728743.5833,2145,2145,9,4.8,1010,0.931,1939.729,"else",0,"忻州市宁武县","xiangjiashanfengdianchang",1,0,0,0,0,"Sep 2017",1,"wind",0,0,0,0.29224537037037
"8705","xinzhou",17,8744923,27665,728743.5833,2064,2064,9,27,0,3.299,1221.831,"中国华电集团",0,"忻州市忻府区","guangyuyiqi",0,0,0,1,1,"Sep 2017",1,"fossil-fuel",0,0,0,0
"8706","xinzhou",17,8744923,27665,728743.5833,2225,2225,10,4.8,670,0.956,1991.073,"国家能源集团",2014,"忻州市定襄县","jinfengfengdianchang",1,0,0,0,1,"Oct 2017",1,"wind",0,0,0,0.193865740740741
"8707","xinzhou",17,8744923,27665,728743.5833,1701,1701,7,132,70830,31.61,2394.697,"同煤集团",0,"忻州市原平市","xuangangdianchang",0,0,0,1,0,"Jul 2017",1,"fossil-fuel",0,0,0,0.745265151515151
"8708","xinzhou",17,8744923,27665,728743.5833,2188,2188,9,132,57180,43.46,2394.697,"同煤集团",0,"忻州市原平市","xuangangdianchang",0,0,0,1,0,"Sep 2017",1,"fossil-fuel",0,0,0,0.601641414141414
"8709","xinzhou",17,8744923,27665,728743.5833,1458,1458,6,4.8,410,0.342,760.667,"else",0,"忻州市代县","yanmenguanfengdianchang",1,0,0,0,0,"Jun 2017",1,"wind",0,0,0,0.118634259259259
"8710","xinzhou",17,8744923,27665,728743.5833,2203,2203,10,9.9,720,1.207,1218.759,"国家电投集团",2011,"忻州市繁峙县","yunwuyufengdianchang",1,0,0,0,1,"Oct 2017",1,"wind",0,0,0,0.101010101010101
"8711","xinzhou",17,8744923,27665,728743.5833,1787,1787,8,4.95,310,0.399,806.465,"国家能源集团",2012,"忻州市静乐县","suopofengdianchang",1,0,0,0,1,"Aug 2017",1,"wind",0,0,0,0.0869809203142536
"8712","xinzhou",17,8744923,27665,728743.5833,2760,2760,12,27,12220,11.651,4315.246,"神华集团",0,"忻州市保德县","shendongdianchang",0,0,0,1,1,"Dec 2017",1,"fossil-fuel",0,0,0,0.628600823045268
"8713","xinzhou",17,8744923,27665,728743.5833,2395,2395,10,4.8,470,0.549,1220.753,"else",0,"忻州市代县","yanmenguanfengdianchang",1,0,0,0,0,"Oct 2017",1,"wind",0,0,0,0.13599537037037
"8714","xinzhou",17,8744923,27665,728743.5833,2276,2276,10,4.95,320,0.464,938.051,"国家能源集团",2012,"忻州市静乐县","suopofengdianchang",1,0,0,0,1,"Oct 2017",1,"wind",0,0,0,0.0897867564534231
"8715","xinzhou",17,8744923,27665,728743.5833,334,334,1,5,380,0.038,76.4,"中核集团",2015,"忻州市忻府区","caozhangguangfu",0,0,1,0,0,"Jan 2017",1,"photovoltaic",0,0,0,0.105555555555556
"8716","xinzhou",17,8744923,27665,728743.5833,455,455,2,9.9,1400,0.28,283.333,"国电集团公司",2012,"忻州市定襄县","beishanfengdianchang",1,0,0,0,1,"Feb 2017",1,"wind",0,0,0,0.196408529741863
"8717","xinzhou",17,8744923,27665,728743.5833,1185,1185,5,70,37110,11.056,1579.5,"神华集团",0,"忻州市河曲县","louziyingdianchang",0,0,0,1,1,"May 2017",1,"fossil-fuel",0,0,0,0.736309523809524
"8718","xinzhou",17,8744923,27665,728743.5833,1831,1831,8,27,11070,8.382,3104.444,"神华集团",0,"忻州市保德县","shendongdianchang",0,0,0,1,1,"Aug 2017",1,"fossil-fuel",0,0,0,0.569444444444444
"8719","xinzhou",17,8744923,27665,728743.5833,417,417,1,14.55,2440,0.244,167.766,"else",0,"忻州市神池县","bayeliangfengdianchang",1,0,0,0,0,"Jan 2017",1,"wind",0,0,0,0.232913325696831
"8720","xinzhou",17,8744923,27665,728743.5833,2524,2524,11,14.95,4720,2.504,1674.922,"华能集团公司",2013,"忻州市神池县","taipingzhuangfengdianchang",1,0,0,0,1,"Nov 2017",1,"wind",0,0,0,0.438498699368265
"8721","xinzhou",17,8744923,27665,728743.5833,2161,2161,9,4.95,450,0.608,1228.176,"else",0,"忻州市神池县","huanghuamufengdianchang",1,0,0,0,0,"Sep 2017",1,"wind",0,0,0,0.126262626262626
"8722","xinzhou",17,8744923,27665,728743.5833,2405,2405,10,27,1170,9.101,3370.82,"神华集团",0,"忻州市保德县","shendongdianchang",0,0,0,1,1,"Oct 2017",1,"fossil-fuel",0,0,0,0.0601851851851852
"8723","xinzhou",17,8744923,27665,728743.5833,1083,1083,5,4.8,1280,0.589,1227.292,"国家能源集团",2014,"忻州市定襄县","jinfengfengdianchang",1,0,0,0,1,"May 2017",1,"wind",0,0,0,0.37037037037037
"8724","xinzhou",17,8744923,27665,728743.5833,341,341,1,70,0,0,0,"神华集团",0,"忻州市河曲县","louziyingdianchang",0,0,0,1,1,"Jan 2017",1,"fossil-fuel",0,0,0,0
"8725","xinzhou",17,8744923,27665,728743.5833,2810,2810,12,4.95,1720,1.018,2055.889,"else",0,"忻州市神池县","elingfengdianchang",1,0,0,0,0,"Dec 2017",1,"wind",0,0,0,0.482603815937149
"8726","xinzhou",17,8744923,27665,728743.5833,873,873,4,9.75,1770,0.647,663.795,"大唐集团公司",0,"忻州市岢岚县","yanjiacunfengdianchang",1,0,0,0,0,"Apr 2017",1,"wind",0,0,0,0.252136752136752
"8727","xinzhou",17,8744923,27665,728743.5833,952,952,4,4.8,1230,0.433,902.5,"else",0,"忻州市宁武县","pandaoliangfengdianchang",1,0,0,0,0,"Apr 2017",1,"wind",0,0,0,0.355902777777778
"8728","xinzhou",17,8744923,27665,728743.5833,2411,2411,10,9.9,690,0.965,974.439,"else",0,"忻州市偏关县","heijiazhuangfengdianchang",1,0,0,0,0,"Oct 2017",1,"wind",0,0,0,0.0968013468013468
"8729","xinzhou",17,8744923,27665,728743.5833,1198,1198,5,240,133520,45.736,1905.654,"神华集团",0,"忻州市河曲县","hequdianchang",0,0,0,1,1,"May 2017",1,"fossil-fuel",0,0,0,0.772685185185185
"8730","xinzhou",17,8744923,27665,728743.5833,957,957,4,5,700,0.245,489.2,"中核集团",2015,"忻州市忻府区","caozhangguangfu",0,0,1,0,0,"Apr 2017",1,"photovoltaic",0,0,0,0.194444444444444
"8731","xinzhou",17,8744923,27665,728743.5833,1969,1969,9,5,160,0.033,65.314,"else",2017,"忻州市忻府区","guangxinguangfu",0,0,1,0,0,"Sep 2017",1,"photovoltaic",0,0,0,0.0444444444444444
"8732","xinzhou",17,8744923,27665,728743.5833,2211,2211,10,8.4,820,0.299,355.718,"国电集团公司",2017,"忻州市宁武县","yuzhuangfengdianchang",1,0,0,0,1,"Oct 2017",1,"wind",0,0,0,0.135582010582011
"8733","xinzhou",17,8744923,27665,728743.5833,1242,1242,5,4.8,880,0.508,1057.708,"else",0,"忻州市神池县","aitefengdianchang",1,0,0,0,0,"May 2017",1,"wind",0,0,0,0.25462962962963
"8734","xinzhou",17,8744923,27665,728743.5833,757,757,3,70,27360,4.245,606.357,"神华集团",0,"忻州市河曲县","louziyingdianchang",0,0,0,1,1,"Mar 2017",1,"fossil-fuel",0,0,0,0.542857142857143
"8735","xinzhou",17,8744923,27665,728743.5833,2174,2174,9,14.55,1360,1.804,1239.931,"else",0,"忻州市神池县","bayeliangfengdianchang",1,0,0,0,0,"Sep 2017",1,"wind",0,0,0,0.129820542191676
"8736","xinzhou",17,8744923,27665,728743.5833,2323,2323,10,4.8,670,0.904,1882.919,"else",0,"忻州市宁武县","pandaoliangfengdianchang",1,0,0,0,0,"Oct 2017",1,"wind",0,0,0,0.193865740740741
"8737","xinzhou",17,8744923,27665,728743.5833,2298,2298,10,14.95,1200,1.917,1282.192,"国电集团公司",2015,"忻州市定襄县","fengyuefengdianchang",1,0,0,0,1,"Oct 2017",1,"wind",0,0,0,0.111482720178372
"8738","xinzhou",17,8744923,27665,728743.5833,1368,1368,6,97,0,9.165,944.887,"中国华电集团",0,"忻州市忻府区","guangyuyiqi",0,0,0,1,1,"Jun 2017",1,"fossil-fuel",0,0,0,0
"8739","xinzhou",17,8744923,27665,728743.5833,1571,1571,7,4.8,300,0.459,955.833,"大唐集团公司",2016,"忻州市代县","gouzhangfengdianchang",1,0,0,0,1,"Jul 2017",1,"wind",0,0,0,0.0868055555555556
"8740","xinzhou",17,8744923,27665,728743.5833,2787,2787,12,14.95,4600,2.964,1982.619,"华能集团公司",2013,"忻州市神池县","taipingzhuangfengdianchang",1,0,0,0,1,"Dec 2017",1,"wind",0,0,0,0.427350427350427
"8741","xinzhou",17,8744923,27665,728743.5833,1697,1697,7,2,170,0.079,396.5,"华能集团公司",2017,"忻州市偏关县","yanyangguangfu",0,0,1,0,1,"Jul 2017",1,"photovoltaic",0,0,0,0.118055555555556
"8742","xinzhou",17,8744923,27665,728743.5833,968,968,4,9.9,2200,0.88,888.586,"else",0,"忻州市原平市","duanjiabaofengdianchang",1,0,0,0,0,"Apr 2017",1,"wind",0,0,0,0.308641975308642
"8743","xinzhou",17,8744923,27665,728743.5833,1251,1251,5,2,110,0.043,214,"华能集团公司",2017,"忻州市偏关县","yanyangguangfu",0,0,1,0,1,"May 2017",1,"photovoltaic",0,0,0,0.0763888888888889
"8744","xinzhou",17,8744923,27665,728743.5833,1090,1090,5,29.85,5140,2.266,759.129,"国电集团公司",2012,"忻州市静乐县","nanhuashanfengdianchang",1,0,0,0,1,"May 2017",1,"wind",0,0,0,0.239158756746696
"8745","xinzhou",17,8744923,27665,728743.5833,768,768,3,9.75,1430,0.47,482.154,"大唐集团公司",0,"忻州市岢岚县","yanjiacunfengdianchang",1,0,0,0,0,"Mar 2017",1,"wind",0,0,0,0.203703703703704
"8746","xinzhou",17,8744923,27665,728743.5833,1294,1294,6,9.9,1120,0.86,868.687,"国电集团公司",2012,"忻州市定襄县","beishanfengdianchang",1,0,0,0,1,"Jun 2017",1,"wind",0,0,0,0.15712682379349
"8747","xinzhou",17,8744923,27665,728743.5833,406,406,1,4.8,1100,0.11,229.167,"else",0,"忻州市宁武县","xiangjiashanfengdianchang",1,0,0,0,0,"Jan 2017",1,"wind",0,0,0,0.318287037037037
"8748","xinzhou",17,8744923,27665,728743.5833,2591,2591,11,5,590,0.692,1384.756,"中核集团",2015,"忻州市忻府区","caozhangguangfu",0,0,1,0,0,"Nov 2017",1,"photovoltaic",0,0,0,0.163888888888889
"8749","xinzhou",17,8744923,27665,728743.5833,879,879,4,15,2870,0.967,644.867,"国家能源集团",2014,"忻州市静乐县","shuangjingfengdianchang",1,0,0,0,1,"Apr 2017",1,"wind",0,0,0,0.265740740740741
"8750","xinzhou",17,8744923,27665,728743.5833,2364,2364,10,240,103760,104.904,4371.019,"神华集团",0,"忻州市河曲县","hequdianchang",0,0,0,1,1,"Oct 2017",1,"fossil-fuel",0,0,0,0.600462962962963
"8751","xinzhou",17,8744923,27665,728743.5833,2271,2271,10,14.95,1390,2.032,1359.156,"华能集团公司",2013,"忻州市神池县","taipingzhuangfengdianchang",1,0,0,0,1,"Oct 2017",1,"wind",0,0,0,0.129134150873281
"8752","xinzhou",17,8744923,27665,728743.5833,2677,2677,11,4.95,1310,0.65,1313.131,"else",0,"忻州市宁武县","xiejiapingfengdianchang",1,0,0,0,0,"Nov 2017",1,"wind",0,0,0,0.367564534231201
"8753","xinzhou",17,8744923,27665,728743.5833,1464,1464,6,4.8,870,0.693,1444.375,"else",0,"忻州市宁武县","xiangjiashanfengdianchang",1,0,0,0,0,"Jun 2017",1,"wind",0,0,0,0.251736111111111
"8754","xinzhou",17,8744923,27665,728743.5833,495,495,2,4.95,580,0.108,217.778,"国家能源集团",2012,"忻州市静乐县","suopofengdianchang",1,0,0,0,1,"Feb 2017",1,"wind",0,0,0,0.162738496071829
"8755","xinzhou",17,8744923,27665,728743.5833,2559,2559,11,4.95,1630,0.489,988.598,"国电集团公司",2017,"忻州市偏关县","yinzijufengdianchang",1,0,0,0,1,"Nov 2017",1,"wind",0,0,0,0.457351290684624
"8756","xinzhou",17,8744923,27665,728743.5833,2560,2560,11,9.75,1350,0.743,762.035,"大唐集团公司",0,"忻州市岢岚县","yanjiacunfengdianchang",1,0,0,0,0,"Nov 2017",1,"wind",0,0,0,0.192307692307692
"8757","xinzhou",17,8744923,27665,728743.5833,2439,2439,10,4.8,730,1.005,2092.796,"else",0,"忻州市宁武县","xiangjiashanfengdianchang",1,0,0,0,0,"Oct 2017",1,"wind",0,0,0,0.211226851851852
"8758","xinzhou",17,8744923,27665,728743.5833,1441,1441,6,9.9,1100,0.88,889.091,"else",0,"忻州市繁峙县","hanzhuangfengdianchang",1,0,0,0,0,"Jun 2017",1,"wind",0,0,0,0.154320987654321
"8759","xinzhou",17,8744923,27665,728743.5833,2750,2750,12,15,5000,2.865,1909.898,"国家能源集团",2014,"忻州市静乐县","shuangjingfengdianchang",1,0,0,0,1,"Dec 2017",1,"wind",0,0,0,0.462962962962963
"8760","xinzhou",17,8744923,27665,728743.5833,1836,1836,8,5,630,0.518,1036.8,"中核集团",2015,"忻州市忻府区","caozhangguangfu",0,0,1,0,0,"Aug 2017",1,"photovoltaic",0,0,0,0.175
"8761","xinzhou",17,8744923,27665,728743.5833,701,701,3,14.95,2540,0.689,461.07,"华能集团公司",2013,"忻州市神池县","taipingzhuangfengdianchang",1,0,0,0,1,"Mar 2017",1,"wind",0,0,0,0.235971757710888
"8762","xinzhou",17,8744923,27665,728743.5833,2550,2550,11,14.95,4740,2.391,1599.538,"国电集团公司",2015,"忻州市定襄县","fengyuefengdianchang",1,0,0,0,1,"Nov 2017",1,"wind",0,0,0,0.440356744704571
"8763","xinzhou",17,8744923,27665,728743.5833,1608,1608,7,27,15250,7.274,2694.259,"神华集团",0,"忻州市保德县","shendongdianchang",0,0,0,1,1,"Jul 2017",1,"fossil-fuel",0,0,0,0.784465020576132
"8764","xinzhou",17,8744923,27665,728743.5833,1596,1596,7,70,34760,17.115,2445.043,"中国华电集团",0,"忻州市忻府区","guangyuerqi",0,0,0,1,1,"Jul 2017",1,"fossil-fuel",0,0,0,0.68968253968254
"8765","xinzhou",17,8744923,27665,728743.5833,1894,1894,8,4.8,780,0.747,1556.875,"else",0,"忻州市宁武县","pandaoliangfengdianchang",1,0,0,0,0,"Aug 2017",1,"wind",0,0,0,0.225694444444444
"8766","xinzhou",17,8744923,27665,728743.5833,666,666,3,4.8,1190,0.321,668.75,"国家能源集团",2014,"忻州市定襄县","jinfengfengdianchang",1,0,0,0,1,"Mar 2017",1,"wind",0,0,0,0.344328703703704
"8767","xinzhou",17,8744923,27665,728743.5833,1964,1964,9,8.4,1240,0.217,257.893,"国电集团公司",2017,"忻州市宁武县","yuzhuangfengdianchang",1,0,0,0,1,"Sep 2017",1,"wind",0,0,0,0.205026455026455
"8768","xinzhou",17,8744923,27665,728743.5833,629,629,2,4.8,1080,0.218,455.208,"else",0,"忻州市宁武县","xiangjiashanfengdianchang",1,0,0,0,0,"Feb 2017",1,"wind",0,0,0,0.3125
"8769","xinzhou",17,8744923,27665,728743.5833,1480,1480,6,14.55,1510,1.379,947.835,"else",0,"忻州市神池县","bayeliangfengdianchang",1,0,0,0,0,"Jun 2017",1,"wind",0,0,0,0.14413898434517
"8770","xinzhou",17,8744923,27665,728743.5833,510,510,2,4.95,1080,0.204,412.525,"else",0,"忻州市神池县","elingfengdianchang",1,0,0,0,0,"Feb 2017",1,"wind",0,0,0,0.303030303030303
"8771","xinzhou",17,8744923,27665,728743.5833,727,727,3,97,28610,9.165,3394.593,"else",0,"忻州市","guangyudianchang",0,0,0,1,0,"Mar 2017",1,"fossil-fuel",0,0,0,0.409650630011455
"8772","xinzhou",17,8744923,27665,728743.5833,1844,1844,8,70,38530,22.374,3196.243,"神华集团",0,"忻州市河曲县","louziyingdianchang",0,0,0,1,1,"Aug 2017",1,"fossil-fuel",0,0,0,0.764484126984127
"8773","xinzhou",17,8744923,27665,728743.5833,631,631,2,4.95,760,0.163,329.495,"else",0,"忻州市神池县","huanghuamufengdianchang",1,0,0,0,0,"Feb 2017",1,"wind",0,0,0,0.21324354657688
"8774","xinzhou",17,8744923,27665,728743.5833,2658,2658,11,27,13270,10.429,3862.481,"神华集团",0,"忻州市保德县","shendongdianchang",0,0,0,1,1,"Nov 2017",1,"fossil-fuel",0,0,0,0.68261316872428
"8775","xinzhou",17,8744923,27665,728743.5833,2685,2685,11,132,64160,55.909,4235.544,"同煤集团",0,"忻州市原平市","xuangangdianchang",0,0,0,1,0,"Nov 2017",1,"fossil-fuel",0,0,0,0.675084175084175
"8776","xinzhou",17,8744923,27665,728743.5833,2606,2606,11,2,200,0.154,770.645,"华能集团公司",2017,"忻州市偏关县","yanyangguangfu",0,0,1,0,1,"Nov 2017",1,"photovoltaic",0,0,0,0.138888888888889
"8777","xinzhou",17,8744923,27665,728743.5833,1489,1489,7,4.95,360,0.368,743.434,"国家能源集团",2012,"忻州市静乐县","suopofengdianchang",1,0,0,0,1,"Jul 2017",1,"wind",0,0,0,0.101010101010101
"8778","xinzhou",17,8744923,27665,728743.5833,1783,1783,8,14.95,1130,1.799,1203.278,"华能集团公司",2013,"忻州市神池县","taipingzhuangfengdianchang",1,0,0,0,1,"Aug 2017",1,"wind",0,0,0,0.104979561501301
"8779","xinzhou",17,8744923,27665,728743.5833,1534,1534,7,29.85,3080,2.911,975.343,"国电集团公司",2012,"忻州市静乐县","nanhuashanfengdianchang",1,0,0,0,1,"Jul 2017",1,"wind",0,0,0,0.143309138284013
"8780","xinzhou",17,8744923,27665,728743.5833,1491,1491,7,9.9,960,1.287,1300.202,"else",0,"忻州市原平市","duanjiabaofengdianchang",1,0,0,0,0,"Jul 2017",1,"wind",0,0,0,0.134680134680135
"8781","xinzhou",17,8744923,27665,728743.5833,2100,2100,9,9.9,1430,1.571,1586.667,"else",0,"忻州市原平市","duanjiabaofengdianchang",1,0,0,0,0,"Sep 2017",1,"wind",0,0,0,0.200617283950617
"8782","xinzhou",17,8744923,27665,728743.5833,1493,1493,7,14.85,1330,1.352,910.303,"华能集团公司",2011,"忻州市宁武县","dongmafangfengdianchang",1,0,0,0,1,"Jul 2017",1,"wind",0,0,0,0.124392068836513
"8783","xinzhou",17,8744923,27665,728743.5833,2182,2182,9,9.9,870,0.896,905.253,"else",0,"忻州市偏关县","heijiazhuangfengdianchang",1,0,0,0,0,"Sep 2017",1,"wind",0,0,0,0.122053872053872
"8784","xinzhou",17,8744923,27665,728743.5833,1751,1751,8,27,0,3.78,1399.852,"中国华电集团",0,"忻州市忻府区","guangyuyiqi",0,0,0,1,1,"Aug 2017",1,"fossil-fuel",0,0,0,0
"8785","xinzhou",17,8744923,27665,728743.5833,1816,1816,8,70,30020,20.118,2873.943,"中国华电集团",0,"忻州市忻府区","guangyuerqi",0,0,0,1,1,"Aug 2017",1,"fossil-fuel",0,0,0,0.595634920634921
